	leftRight	frontBack	up	angular	State	Battery_level	Magnetometer_x	Magnetometer_y	Magnetometer_z	Pressure	Temperature	Wind_speed	Wind_angle	Wind_compensation:pitch	Wind_compensation:roll	Pitch_y	Roll_x	Yaw_z	Altitude	Velocity_x	Velocity_y	Velocity_z	Acceleration_x	Acceleration_y	Acceleration_z	Motor_1_power	Motor_2_power	Motor_3_power	Motor_4_power	time_board	_merge
1970-01-01 00:00:32.100																															both
1970-01-01 00:00:32.150																															both
1970-01-01 00:00:32.200																															both
1970-01-01 00:00:32.250																															both
1970-01-01 00:00:32.300																															both
1970-01-01 00:00:32.350																															both
1970-01-01 00:00:32.400																															both
1970-01-01 00:00:32.450																															both
1970-01-01 00:00:32.500																															both
1970-01-01 00:00:32.550																															both
1970-01-01 00:00:32.600																															both
1970-01-01 00:00:32.650																															both
1970-01-01 00:00:32.700																															both
1970-01-01 00:00:32.750																															both
1970-01-01 00:00:32.800																															both
1970-01-01 00:00:32.850																															both
1970-01-01 00:00:32.900																															both
1970-01-01 00:00:32.950																															both
1970-01-01 00:00:33.000																															both
1970-01-01 00:00:33.050																															both
1970-01-01 00:00:33.100																															both
1970-01-01 00:00:33.150																															both
1970-01-01 00:00:33.200																															both
1970-01-01 00:00:33.250																															both
1970-01-01 00:00:33.300																															both
1970-01-01 00:00:33.350																															both
1970-01-01 00:00:33.400																															both
1970-01-01 00:00:33.450																															both
1970-01-01 00:00:33.500																															both
1970-01-01 00:00:33.550																															both
1970-01-01 00:00:33.600																															both
1970-01-01 00:00:33.650																															both
1970-01-01 00:00:33.700																															both
1970-01-01 00:00:33.750																															both
1970-01-01 00:00:33.800																															both
1970-01-01 00:00:33.850																															both
1970-01-01 00:00:33.900																															both
1970-01-01 00:00:33.950																															both
1970-01-01 00:00:34.000																															both
1970-01-01 00:00:34.050																															both
1970-01-01 00:00:34.100																															both
1970-01-01 00:00:34.150																															both
1970-01-01 00:00:34.200																															both
1970-01-01 00:00:34.250																															both
1970-01-01 00:00:34.300																															both
1970-01-01 00:00:34.350																															both
1970-01-01 00:00:34.400																															both
1970-01-01 00:00:34.450																															both
1970-01-01 00:00:34.500																															both
1970-01-01 00:00:34.550																															both
1970-01-01 00:00:34.600																															both
1970-01-01 00:00:34.650																															both
1970-01-01 00:00:34.700																															both
1970-01-01 00:00:34.750																															both
1970-01-01 00:00:34.800																															both
1970-01-01 00:00:34.850	0.0	-0.25	0.0	0.0	3.0	76.0	-69.0	-25.0	-83.0	98461.0	525.0	0.16833458840847015	-69.97594451904297	0.0	0.0	-9597.0	55.0	-98564.0	751.0	920.0191650390624	51.41419219970703	0.0	2112.0	2064.0	2580.0	178.0	163.0	191.0	184.0	1556823704376.0	both
1970-01-01 00:00:34.900																															both
1970-01-01 00:00:34.950																															both
1970-01-01 00:00:35.000																															both
1970-01-01 00:00:35.050																															both
1970-01-01 00:00:35.100																															both
1970-01-01 00:00:35.150																															both
1970-01-01 00:00:35.200																															both
1970-01-01 00:00:35.250																															both
1970-01-01 00:00:35.300																															both
1970-01-01 00:00:35.350																															both
1970-01-01 00:00:35.400																															both
1970-01-01 00:00:35.450																															both
1970-01-01 00:00:35.500																															both
1970-01-01 00:00:35.550																															both
1970-01-01 00:00:35.600																															both
1970-01-01 00:00:35.650																															both
1970-01-01 00:00:35.700																															both
1970-01-01 00:00:35.750																															both
1970-01-01 00:00:35.800																															both
1970-01-01 00:00:35.850																															both
1970-01-01 00:00:35.900																															both
1970-01-01 00:00:35.950																															both
1970-01-01 00:00:36.000																															both
1970-01-01 00:00:36.050																															both
1970-01-01 00:00:36.100																															both
1970-01-01 00:00:36.150																															both
1970-01-01 00:00:36.200																															both
1970-01-01 00:00:36.250																															both
1970-01-01 00:00:36.300																															both
1970-01-01 00:00:36.350																															both
1970-01-01 00:00:36.400																															both
1970-01-01 00:00:36.450																															both
1970-01-01 00:00:36.500																															both
1970-01-01 00:00:36.550																															both
1970-01-01 00:00:36.600																															both
1970-01-01 00:00:36.650																															both
1970-01-01 00:00:36.700	0.0	0.25	0.0	0.0	3.0	75.0	-68.0	14.0	-80.0	98449.0	525.0	0.13611726462841034	-62.7739486694336	0.0	0.0	4797.0	1606.0	-99873.0	740.0	23.65403175354004	83.5627670288086	0.0	2068.0	2088.0	2584.0	181.0	177.0	187.0	185.0	1558798554107.0	both
1970-01-01 00:00:36.750																															both
1970-01-01 00:00:36.800																															both
1970-01-01 00:00:36.850																															both
1970-01-01 00:00:36.900																															both
1970-01-01 00:00:36.950																															both
1970-01-01 00:00:37.000																															both
1970-01-01 00:00:37.050																															both
1970-01-01 00:00:37.100																															both
1970-01-01 00:00:37.150																															both
1970-01-01 00:00:37.200																															both
1970-01-01 00:00:37.250																															both
1970-01-01 00:00:37.300																															both
1970-01-01 00:00:37.350																															both
1970-01-01 00:00:37.400																															both
1970-01-01 00:00:37.450																															both
1970-01-01 00:00:37.500																															both
1970-01-01 00:00:37.550																															both
1970-01-01 00:00:37.600																															both
1970-01-01 00:00:37.650																															both
1970-01-01 00:00:37.700																															both
1970-01-01 00:00:37.750																															both
1970-01-01 00:00:37.800																															both
1970-01-01 00:00:37.850																															both
1970-01-01 00:00:37.900																															both
1970-01-01 00:00:37.950																															both
1970-01-01 00:00:38.000																															both
1970-01-01 00:00:38.050																															both
1970-01-01 00:00:38.100																															both
1970-01-01 00:00:38.150																															both
1970-01-01 00:00:38.200																															both
1970-01-01 00:00:38.250																															both
1970-01-01 00:00:38.300																															both
1970-01-01 00:00:38.350																															both
1970-01-01 00:00:38.400																															both
1970-01-01 00:00:38.450																															both
1970-01-01 00:00:38.500																															both
1970-01-01 00:00:38.550																															both
1970-01-01 00:00:38.600																															both
1970-01-01 00:00:38.650																															both
1970-01-01 00:00:38.700																															both
1970-01-01 00:00:38.750																															both
1970-01-01 00:00:38.800																															both
1970-01-01 00:00:38.850																															both
1970-01-01 00:00:38.900																															both
1970-01-01 00:00:38.950																															both
1970-01-01 00:00:39.000																															both
1970-01-01 00:00:39.050																															both
1970-01-01 00:00:39.100																															both
1970-01-01 00:00:39.150																															both
1970-01-01 00:00:39.200																															both
1970-01-01 00:00:39.250																															both
1970-01-01 00:00:39.300																															both
1970-01-01 00:00:39.350																															both
1970-01-01 00:00:39.400																															both
1970-01-01 00:00:39.450																															both
1970-01-01 00:00:39.500																															both
1970-01-01 00:00:39.550																															both
1970-01-01 00:00:39.600																															both
1970-01-01 00:00:39.650																															both
1970-01-01 00:00:39.700																															both
1970-01-01 00:00:39.750																															both
1970-01-01 00:00:39.800																															both
1970-01-01 00:00:39.850																															both
1970-01-01 00:00:39.900	0.0	0.25	0.0	0.0	3.0	74.0	-57.0	27.0	-87.0	98497.0	524.0	0.11723870784044264	-11.180840492248537	0.0	0.0	9562.0	-892.0	-98831.0	736.0	-1077.046630859375	-22.34296989440918	0.0	2112.0	2032.0	2564.0	201.0	181.0	174.0	174.0	1561967753356.0	both
1970-01-01 00:00:39.950																															both
1970-01-01 00:00:40.000																															both
1970-01-01 00:00:40.050																															both
1970-01-01 00:00:40.100	0.0	0.25	0.0	0.0	3.0	74.0	-62.0	36.0	-82.0	98485.0	524.0	0.11367788165807725	-7.78004264831543	0.0	0.0	9841.0	-883.0	-99119.0	744.0	-1338.1744384765625	-42.01981735229492	0.0	2096.0	2036.0	2552.0	190.0	187.0	167.0	178.0	1562065953857.0	both
1970-01-01 00:00:40.150																															both
1970-01-01 00:00:40.200																															both
1970-01-01 00:00:40.250																															both
1970-01-01 00:00:40.300																															both
1970-01-01 00:00:40.350																															both
1970-01-01 00:00:40.400																															both
1970-01-01 00:00:40.450																															both
1970-01-01 00:00:40.500																															both
1970-01-01 00:00:40.550																															both
1970-01-01 00:00:40.600																															both
1970-01-01 00:00:40.650																															both
1970-01-01 00:00:40.700																															both
1970-01-01 00:00:40.750																															both
1970-01-01 00:00:40.800																															both
1970-01-01 00:00:40.850																															both
1970-01-01 00:00:40.900																															both
1970-01-01 00:00:40.950																															both
1970-01-01 00:00:41.000																															both
1970-01-01 00:00:41.050																															both
1970-01-01 00:00:41.100																															both
1970-01-01 00:00:41.150																															both
1970-01-01 00:00:41.200																															both
1970-01-01 00:00:41.250																															both
1970-01-01 00:00:41.300																															both
1970-01-01 00:00:41.350																															both
1970-01-01 00:00:41.400																															both
1970-01-01 00:00:41.450																															both
1970-01-01 00:00:41.500																															both
1970-01-01 00:00:41.550																															both
1970-01-01 00:00:41.600																															both
1970-01-01 00:00:41.650																															both
1970-01-01 00:00:41.700																															both
1970-01-01 00:00:41.750																															both
1970-01-01 00:00:41.800																															both
1970-01-01 00:00:41.850																															both
1970-01-01 00:00:41.900	0.0	0.0	0.0	0.25	4.0	74.0	-75.0	7.0	-97.0	98503.0	524.0	0.1048637181520462	-35.7681999206543	0.0	0.0	2565.0	953.0	-99438.0	745.0	-15.677984237670898	-86.41236114501953	0.0	2144.0	2052.0	2576.0	187.0	176.0	178.0	179.0	1564016753692.0	both
1970-01-01 00:00:41.950																															both
1970-01-01 00:00:42.000																															both
1970-01-01 00:00:42.050																															both
1970-01-01 00:00:42.100																															both
1970-01-01 00:00:42.150																															both
1970-01-01 00:00:42.200																															both
1970-01-01 00:00:42.250																															both
1970-01-01 00:00:42.300																															both
1970-01-01 00:00:42.350																															both
1970-01-01 00:00:42.400																															both
1970-01-01 00:00:42.450																															both
1970-01-01 00:00:42.500																															both
1970-01-01 00:00:42.550																															both
1970-01-01 00:00:42.600																															both
1970-01-01 00:00:42.650																															both
1970-01-01 00:00:42.700																															both
1970-01-01 00:00:42.750																															both
1970-01-01 00:00:42.800																															both
1970-01-01 00:00:42.850																															both
1970-01-01 00:00:42.900																															both
1970-01-01 00:00:42.950																															both
1970-01-01 00:00:43.000																															both
1970-01-01 00:00:43.050																															both
1970-01-01 00:00:43.100																															both
1970-01-01 00:00:43.150																															both
1970-01-01 00:00:43.200																															both
1970-01-01 00:00:43.250																															both
1970-01-01 00:00:43.300																															both
1970-01-01 00:00:43.350																															both
1970-01-01 00:00:43.400																															both
1970-01-01 00:00:43.450																															both
1970-01-01 00:00:43.500																															both
1970-01-01 00:00:43.550																															both
1970-01-01 00:00:43.600																															both
1970-01-01 00:00:43.650																															both
1970-01-01 00:00:43.700																															both
1970-01-01 00:00:43.750																															both
1970-01-01 00:00:43.800																															both
1970-01-01 00:00:43.850																															both
1970-01-01 00:00:43.900																															both
1970-01-01 00:00:43.950																															both
1970-01-01 00:00:44.000																															both
1970-01-01 00:00:44.050																															both
1970-01-01 00:00:44.100																															both
1970-01-01 00:00:44.150																															both
1970-01-01 00:00:44.200																															both
1970-01-01 00:00:44.250																															both
1970-01-01 00:00:44.300																															both
1970-01-01 00:00:44.350																															both
1970-01-01 00:00:44.400																															both
1970-01-01 00:00:44.450																															both
1970-01-01 00:00:44.500																															both
1970-01-01 00:00:44.550																															both
1970-01-01 00:00:44.600																															both
1970-01-01 00:00:44.650																															both
1970-01-01 00:00:44.700																															both
1970-01-01 00:00:44.750																															both
1970-01-01 00:00:44.800																															both
1970-01-01 00:00:44.850																															both
1970-01-01 00:00:44.900																															both
1970-01-01 00:00:44.950																															both
1970-01-01 00:00:45.000																															both
1970-01-01 00:00:45.050																															both
1970-01-01 00:00:45.100																															both
1970-01-01 00:00:45.150																															both
1970-01-01 00:00:45.200																															both
1970-01-01 00:00:45.250																															both
1970-01-01 00:00:45.300																															both
1970-01-01 00:00:45.350																															both
1970-01-01 00:00:45.400																															both
1970-01-01 00:00:45.450																															both
1970-01-01 00:00:45.500																															both
1970-01-01 00:00:45.550	0.0	0.0	0.0	0.25	3.0	73.0	-33.0	-73.0	-95.0	98522.0	523.0	0.1250261515378952	-50.73456954956055	0.0	0.0	669.0	-418.0	-16255.0	753.0	30.954444885253906	-36.650856018066406	0.0	2024.0	2028.0	2588.0	176.0	176.0	170.0	187.0	1567941404052.0	both
1970-01-01 00:00:45.600																															both
1970-01-01 00:00:45.650																															both
1970-01-01 00:00:45.700																															both
1970-01-01 00:00:45.750																															both
1970-01-01 00:00:45.800																															both
1970-01-01 00:00:45.850																															both
1970-01-01 00:00:45.900																															both
1970-01-01 00:00:45.950																															both
1970-01-01 00:00:46.000																															both
1970-01-01 00:00:46.050																															both
1970-01-01 00:00:46.100																															both
1970-01-01 00:00:46.150																															both
1970-01-01 00:00:46.200																															both
1970-01-01 00:00:46.250																															both
1970-01-01 00:00:46.300																															both
1970-01-01 00:00:46.350																															both
1970-01-01 00:00:46.400																															both
1970-01-01 00:00:46.450																															both
1970-01-01 00:00:46.500																															both
1970-01-01 00:00:46.550																															both
1970-01-01 00:00:46.600																															both
1970-01-01 00:00:46.650																															both
1970-01-01 00:00:46.700																															both
1970-01-01 00:00:46.750																															both
1970-01-01 00:00:46.800																															both
1970-01-01 00:00:46.850																															both
1970-01-01 00:00:46.900																															both
1970-01-01 00:00:46.950																															both
1970-01-01 00:00:47.000																															both
1970-01-01 00:00:47.050																															both
1970-01-01 00:00:47.100	0.0	0.0	0.0	0.25	3.0	73.0	5.0	-67.0	-95.0	98491.0	523.0	0.1172989159822464	-43.12866973876953	0.0	0.0	-201.0	-725.0	19925.0	764.0	-7.413785457611084	-79.28340911865234	0.0	2128.0	2032.0	2536.0	183.0	169.0	166.0	182.0	1569233953613.0	both
1970-01-01 00:00:47.150	0.0	0.0	0.0	0.25	3.0	73.0	1.0	-63.0	-97.0	98485.0	523.0	0.11726614087820053	-42.44731521606445	0.0	0.0	-289.0	-801.0	21085.0	763.0	13.205489158630373	-87.53504943847656	0.0	2096.0	2028.0	2540.0	183.0	170.0	166.0	184.0	1569793003753.0	both
1970-01-01 00:00:47.200																															both
1970-01-01 00:00:47.250																															both
1970-01-01 00:00:47.300																															both
1970-01-01 00:00:47.350																															both
1970-01-01 00:00:47.400																															both
1970-01-01 00:00:47.450																															both
1970-01-01 00:00:47.500																															both
1970-01-01 00:00:47.550																															both
1970-01-01 00:00:47.600																															both
1970-01-01 00:00:47.650																															both
1970-01-01 00:00:47.700																															both
1970-01-01 00:00:47.750																															both
1970-01-01 00:00:47.800																															both
1970-01-01 00:00:47.850																															both
1970-01-01 00:00:47.900																															both
1970-01-01 00:00:47.950																															both
1970-01-01 00:00:48.000																															both
1970-01-01 00:00:48.050																															both
1970-01-01 00:00:48.100																															both
1970-01-01 00:00:48.150																															both
1970-01-01 00:00:48.200																															both
1970-01-01 00:00:48.250																															both
1970-01-01 00:00:48.300																															both
1970-01-01 00:00:48.350																															both
1970-01-01 00:00:48.400																															both
1970-01-01 00:00:48.450																															both
1970-01-01 00:00:48.500																															both
1970-01-01 00:00:48.550																															both
1970-01-01 00:00:48.600																															both
1970-01-01 00:00:48.650																															both
1970-01-01 00:00:48.700																															both
1970-01-01 00:00:48.750																															both
1970-01-01 00:00:48.800																															both
1970-01-01 00:00:48.850																															both
1970-01-01 00:00:48.900																															both
1970-01-01 00:00:48.950																															both
1970-01-01 00:00:49.000																															both
1970-01-01 00:00:49.050																															both
1970-01-01 00:00:49.100																															both
1970-01-01 00:00:49.150																															both
1970-01-01 00:00:49.200																															both
1970-01-01 00:00:49.250																															both
1970-01-01 00:00:49.300																															both
1970-01-01 00:00:49.350																															both
1970-01-01 00:00:49.400																															both
1970-01-01 00:00:49.450																															both
1970-01-01 00:00:49.500																															both
1970-01-01 00:00:49.550																															both
1970-01-01 00:00:49.600																															both
1970-01-01 00:00:49.650																															both
1970-01-01 00:00:49.700																															both
1970-01-01 00:00:49.750																															both
1970-01-01 00:00:49.800																															both
1970-01-01 00:00:49.850																															both
1970-01-01 00:00:49.900																															both
1970-01-01 00:00:49.950																															both
1970-01-01 00:00:50.000																															both
1970-01-01 00:00:50.050																															both
1970-01-01 00:00:50.100																															both
1970-01-01 00:00:50.150																															both
1970-01-01 00:00:50.200																															both
1970-01-01 00:00:50.250																															both
1970-01-01 00:00:50.300																															both
1970-01-01 00:00:50.350																															both
1970-01-01 00:00:50.400																															both
1970-01-01 00:00:50.450																															both
1970-01-01 00:00:50.500																															both
1970-01-01 00:00:50.550																															both
1970-01-01 00:00:50.600																															both
1970-01-01 00:00:50.650																															both
1970-01-01 00:00:50.700																															both
1970-01-01 00:00:50.750																															both
1970-01-01 00:00:50.800																															both
1970-01-01 00:00:50.850																															both
1970-01-01 00:00:50.900																															both
1970-01-01 00:00:50.950																															both
1970-01-01 00:00:51.000																															both
1970-01-01 00:00:51.050																															both
1970-01-01 00:00:51.100																															both
1970-01-01 00:00:51.150																															both
1970-01-01 00:00:51.200																															both
1970-01-01 00:00:51.250																															both
1970-01-01 00:00:51.300																															both
1970-01-01 00:00:51.350																															both
1970-01-01 00:00:51.400																															both
1970-01-01 00:00:51.450																															both
1970-01-01 00:00:51.500																															both
1970-01-01 00:00:51.550																															both
1970-01-01 00:00:51.600																															both
1970-01-01 00:00:51.650																															both
1970-01-01 00:00:51.700																															both
1970-01-01 00:00:51.750																															both
1970-01-01 00:00:51.800																															both
1970-01-01 00:00:51.850																															both
1970-01-01 00:00:51.900																															both
1970-01-01 00:00:51.950																															both
1970-01-01 00:00:52.000																															both
1970-01-01 00:00:52.050																															both
1970-01-01 00:00:52.100																															both
1970-01-01 00:00:52.150																															both
1970-01-01 00:00:52.200																															both
1970-01-01 00:00:52.250																															both
1970-01-01 00:00:52.300																															both
1970-01-01 00:00:52.350																															both
1970-01-01 00:00:52.400																															both
1970-01-01 00:00:52.450																															both
1970-01-01 00:00:52.500																															both
1970-01-01 00:00:52.550																															both
1970-01-01 00:00:52.600																															both
1970-01-01 00:00:52.650																															both
1970-01-01 00:00:52.700																															both
1970-01-01 00:00:52.750																															both
1970-01-01 00:00:52.800																															both
1970-01-01 00:00:52.850																															both
1970-01-01 00:00:52.900																															both
1970-01-01 00:00:52.950																															both
1970-01-01 00:00:53.000																															both
1970-01-01 00:00:53.050																															both
1970-01-01 00:00:53.100																															both
1970-01-01 00:00:53.150																															both
1970-01-01 00:00:53.200																															both
1970-01-01 00:00:53.250																															both
1970-01-01 00:00:53.300																															both
1970-01-01 00:00:53.350																															both
1970-01-01 00:00:53.400																															both
1970-01-01 00:00:53.450																															both
1970-01-01 00:00:53.500																															both
1970-01-01 00:00:53.550																															both
1970-01-01 00:00:53.600																															both
1970-01-01 00:00:53.650																															both
1970-01-01 00:00:53.700																															both
1970-01-01 00:00:53.750																															both
1970-01-01 00:00:53.800																															both
1970-01-01 00:00:53.850																															both
1970-01-01 00:00:53.900																															both
1970-01-01 00:00:53.950																															both
1970-01-01 00:00:54.000																															both
1970-01-01 00:00:54.050																															both
1970-01-01 00:00:54.100																															both
1970-01-01 00:00:54.150																															both
1970-01-01 00:00:54.200																															both
1970-01-01 00:00:54.250																															both
1970-01-01 00:00:54.300																															both
1970-01-01 00:00:54.350																															both
1970-01-01 00:00:54.400																															both
1970-01-01 00:00:54.450																															both
1970-01-01 00:00:54.500																															both
1970-01-01 00:00:54.550																															both
1970-01-01 00:00:54.600																															both
1970-01-01 00:00:54.650																															both
1970-01-01 00:00:54.700																															both
1970-01-01 00:00:54.750																															both
1970-01-01 00:00:54.800																															both
1970-01-01 00:00:54.850																															both
1970-01-01 00:00:54.900																															both
1970-01-01 00:00:54.950																															both
1970-01-01 00:00:55.000																															both
1970-01-01 00:00:55.050																															both
1970-01-01 00:00:55.100																															both
1970-01-01 00:00:55.150																															both
1970-01-01 00:00:55.200																															both
1970-01-01 00:00:55.250																															both
1970-01-01 00:00:55.300																															both
1970-01-01 00:00:55.350																															both
1970-01-01 00:00:55.400																															both
1970-01-01 00:00:55.450																															both
1970-01-01 00:00:55.500																															both
1970-01-01 00:00:55.550																															both
1970-01-01 00:00:55.600																															both
1970-01-01 00:00:55.650																															both
1970-01-01 00:00:55.700																															both
1970-01-01 00:00:55.750																															both
1970-01-01 00:00:55.800																															both
1970-01-01 00:00:55.850																															both
1970-01-01 00:00:55.900																															both
1970-01-01 00:00:55.950																															both
1970-01-01 00:00:56.000																															both
1970-01-01 00:00:56.050																															both
1970-01-01 00:00:56.100																															both
1970-01-01 00:00:56.150																															both
1970-01-01 00:00:56.200																															both
1970-01-01 00:00:56.250																															both
1970-01-01 00:00:56.300																															both
1970-01-01 00:00:56.350																															both
1970-01-01 00:00:56.400																															both
1970-01-01 00:00:56.450																															both
1970-01-01 00:00:56.500																															both
1970-01-01 00:00:56.550																															both
1970-01-01 00:00:56.600																															both
1970-01-01 00:00:56.650																															both
1970-01-01 00:00:56.700																															both
1970-01-01 00:00:56.750																															both
1970-01-01 00:00:56.800																															both
1970-01-01 00:00:56.850																															both
1970-01-01 00:00:56.900																															both
1970-01-01 00:00:56.950																															both
1970-01-01 00:00:57.000																															both
1970-01-01 00:00:57.050																															both
1970-01-01 00:00:57.100																															both
1970-01-01 00:00:57.150																															both
1970-01-01 00:00:57.200																															both
1970-01-01 00:00:57.250																															both
1970-01-01 00:00:57.300																															both
1970-01-01 00:00:57.350																															both
1970-01-01 00:00:57.400																															both
1970-01-01 00:00:57.450																															both
1970-01-01 00:00:57.500																															both
1970-01-01 00:00:57.550																															both
1970-01-01 00:00:57.600																															both
1970-01-01 00:00:57.650																															both
1970-01-01 00:00:57.700																															both
1970-01-01 00:00:57.750																															both
1970-01-01 00:00:57.800																															both
1970-01-01 00:00:57.850																															both
1970-01-01 00:00:57.900																															both
1970-01-01 00:00:57.950																															both
1970-01-01 00:00:58.000																															both
1970-01-01 00:00:58.050																															both
1970-01-01 00:00:58.100																															both
1970-01-01 00:00:58.150																															both
1970-01-01 00:00:58.200																															both
1970-01-01 00:00:58.250																															both
1970-01-01 00:00:58.300																															both
1970-01-01 00:00:58.350																															both
1970-01-01 00:00:58.400																															both
1970-01-01 00:00:58.450																															both
1970-01-01 00:00:58.500																															both
1970-01-01 00:00:58.550																															both
1970-01-01 00:00:58.600																															both
1970-01-01 00:00:58.650																															both
1970-01-01 00:00:58.700																															both
1970-01-01 00:00:58.750																															both
1970-01-01 00:00:58.800																															both
1970-01-01 00:00:58.850																															both
1970-01-01 00:00:58.900																															both
1970-01-01 00:00:58.950																															both
1970-01-01 00:00:59.000																															both
1970-01-01 00:00:59.050																															both
1970-01-01 00:00:59.100																															both
1970-01-01 00:00:59.150																															both
1970-01-01 00:00:59.200																															both
1970-01-01 00:00:59.250																															both
1970-01-01 00:00:59.300																															both
1970-01-01 00:00:59.350																															both
1970-01-01 00:00:59.400																															both
1970-01-01 00:00:59.450																															both
1970-01-01 00:00:59.500																															both
1970-01-01 00:00:59.550																															both
1970-01-01 00:00:59.600																															both
1970-01-01 00:00:59.650																															both
1970-01-01 00:00:59.700																															both
1970-01-01 00:00:59.750																															both
1970-01-01 00:00:59.800																															both
1970-01-01 00:00:59.850																															both
1970-01-01 00:00:59.900																															both
1970-01-01 00:00:59.950																															both
1970-01-01 00:01:00.000																															both
1970-01-01 00:01:00.050																															both
1970-01-01 00:01:00.100																															both
1970-01-01 00:01:00.150																															both
1970-01-01 00:01:00.200																															both
1970-01-01 00:01:00.250																															both
1970-01-01 00:01:00.300																															both
1970-01-01 00:01:00.350																															both
1970-01-01 00:01:00.400																															both
1970-01-01 00:01:00.450																															both
1970-01-01 00:01:00.500																															both
1970-01-01 00:01:00.550																															both
1970-01-01 00:01:00.600																															both
1970-01-01 00:01:00.650																															both
1970-01-01 00:01:00.700																															both
1970-01-01 00:01:00.750																															both
1970-01-01 00:01:00.800																															both
1970-01-01 00:01:00.850																															both
1970-01-01 00:01:00.900																															both
1970-01-01 00:01:00.950																															both
1970-01-01 00:01:01.000																															both
1970-01-01 00:01:01.050																															both
1970-01-01 00:01:01.100																															both
1970-01-01 00:01:01.150																															both
1970-01-01 00:01:01.200																															both
1970-01-01 00:01:01.250																															both
1970-01-01 00:01:01.300																															both
1970-01-01 00:01:01.350																															both
1970-01-01 00:01:01.400																															both
1970-01-01 00:01:01.450																															both
1970-01-01 00:01:01.500																															both
1970-01-01 00:01:01.550																															both
1970-01-01 00:01:01.600																															both
1970-01-01 00:01:01.650																															both
1970-01-01 00:01:01.700																															both
1970-01-01 00:01:01.750																															both
1970-01-01 00:01:01.800																															both
1970-01-01 00:01:01.850																															both
1970-01-01 00:01:01.900																															both
1970-01-01 00:01:01.950																															both
1970-01-01 00:01:02.000																															both
1970-01-01 00:01:02.050																															both
1970-01-01 00:01:02.100																															both
1970-01-01 00:01:02.150																															both
1970-01-01 00:01:02.200																															both
1970-01-01 00:01:02.250																															both
1970-01-01 00:01:02.300																															both
1970-01-01 00:01:02.350																															both
1970-01-01 00:01:02.400																															both
1970-01-01 00:01:02.450																															both
1970-01-01 00:01:02.500																															both
1970-01-01 00:01:02.550																															both
1970-01-01 00:01:02.600																															both
1970-01-01 00:01:02.650																															both
1970-01-01 00:01:02.700																															both
1970-01-01 00:01:02.750																															both
1970-01-01 00:01:02.800																															both
1970-01-01 00:01:02.850																															both
1970-01-01 00:01:02.900																															both
1970-01-01 00:01:02.950																															both
1970-01-01 00:01:03.000																															both
1970-01-01 00:01:03.050																															both
1970-01-01 00:01:03.100																															both
1970-01-01 00:01:03.150																															both
1970-01-01 00:01:03.200																															both
1970-01-01 00:01:03.250																															both
1970-01-01 00:01:03.300																															both
1970-01-01 00:01:03.350																															both
1970-01-01 00:01:03.400																															both
1970-01-01 00:01:03.450																															both
1970-01-01 00:01:03.500																															both
1970-01-01 00:01:03.550																															both
1970-01-01 00:01:03.600																															both
1970-01-01 00:01:03.650																															both
1970-01-01 00:01:03.700																															both
1970-01-01 00:01:03.750																															both
1970-01-01 00:01:03.800																															both
1970-01-01 00:01:03.850																															both
1970-01-01 00:01:03.900																															both
1970-01-01 00:01:03.950																															both
1970-01-01 00:01:04.000																															both
1970-01-01 00:01:04.050																															both
1970-01-01 00:01:04.100																															both
1970-01-01 00:01:04.150																															both
1970-01-01 00:01:04.200																															both
1970-01-01 00:01:04.250																															both
1970-01-01 00:01:04.300																															both
1970-01-01 00:01:04.350																															both
1970-01-01 00:01:04.400																															both
1970-01-01 00:01:04.450																															both
1970-01-01 00:01:04.500																															both
1970-01-01 00:01:04.550																															both
1970-01-01 00:01:04.600																															both
1970-01-01 00:01:04.650																															both
1970-01-01 00:01:04.700																															both
1970-01-01 00:01:04.750																															both
1970-01-01 00:01:04.800																															both
1970-01-01 00:01:04.850																															both
1970-01-01 00:01:04.900																															both
1970-01-01 00:01:04.950																															both
1970-01-01 00:01:05.000																															both
